Altium Designer Pick and Place Locations
C:\Users\Student\Desktop\Altium\Redesign 18Rx Platine\uz_d_optical_18tx_14tx4rx\Project Outputs for Digital_Optical_18Tx_14Tx4Rx\Rev07\Pick Place\Pick Place for Digital_Optical(18Tx).csv

========================================================================================================================
File Design Information:

Date:       16.08.21
Time:       10:41
Revision:   2add147e34c670a1b1b4374e0540d0f19600668f
Variant:    18Tx
Units used: mm

"Designator","Footprint","Ref-X(mm)","Center-X(mm)","Ref-Y(mm)","Center-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Rotation","Comment","Layer","JLCSMT Rotation"
"R12D","RES_2012X06N","119.1000","119.1000","78.7250","78.7250","119.1000","77.8000","90","56R","TopLayer",""
"R12C","RES_2012X06N","119.1000","119.1000","83.2250","83.2250","119.1000","84.1500","270","56R","TopLayer",""
"R12B","RES_2012X06N","119.1750","119.1750","88.6750","88.6750","119.1750","87.7500","90","56R","TopLayer",""
"R12A","RES_2012X06N","119.1000","119.1000","93.3250","93.3250","119.1000","94.2500","270","56R","TopLayer",""
"U6P","SN74LVC2GU04DCKR","96.7015","96.7015","17.3230","17.3230","97.8265","16.6730","0","Dual Inverter","TopLayer","180"
"U4P","SN74LVC2GU04DCKR","109.8000","109.8000","17.3250","17.3250","108.6750","17.9750","180","Dual Inverter","TopLayer","180"
"U6R","SN74LVC2GU04DCKR","96.7015","96.7015","6.8480","6.8480","97.8265","6.1980","0","Dual Inverter","TopLayer","180"
"U4R","SN74LVC2GU04DCKR","109.8000","109.8000","6.8500","6.8500","108.6750","7.5000","180","Dual Inverter","TopLayer","180"
"U6E","SN74LVC2GU04DCKR","96.5625","96.5625","73.3840","73.3840","97.6875","72.7340","0","Dual Inverter","TopLayer","180"
"U6Q","SN74LVC2GU04DCKR","96.7015","96.7015","11.4480","11.4480","97.8265","10.7980","0","Dual Inverter","TopLayer","180"
"U6O","SN74LVC2GU04DCKR","96.7015","96.7015","21.7480","21.7480","97.8265","21.0980","0","Dual Inverter","TopLayer","180"
"U4Q","SN74LVC2GU04DCKR","109.8000","109.8000","11.4500","11.4500","108.6750","12.1000","180","Dual Inverter","TopLayer","180"
"U4O","SN74LVC2GU04DCKR","109.8000","109.8000","21.7500","21.7500","108.6750","22.4000","180","Dual Inverter","TopLayer","180"
"U6N","SN74LVC2GU04DCKR","96.7015","96.7015","27.9730","27.9730","97.8265","27.3230","0","Dual Inverter","TopLayer","180"
"U6M","SN74LVC2GU04DCKR","96.6845","96.6845","32.3061","32.3061","97.8095","31.6561","0","Dual Inverter","TopLayer","180"
"U6L","SN74LVC2GU04DCKR","96.6015","96.6015","38.0480","38.0480","97.7265","37.3980","0","Dual Inverter","TopLayer","180"
"U6K","SN74LVC2GU04DCKR","96.6015","96.6015","42.8480","42.8480","97.7265","42.1980","0","Dual Inverter","TopLayer","180"
"U6J","SN74LVC2GU04DCKR","96.6015","96.6015","48.7730","48.7730","97.7265","48.1230","0","Dual Inverter","TopLayer","180"
"U6I","SN74LVC2GU04DCKR","96.6015","96.6015","53.0480","53.0480","97.7265","52.3980","0","Dual Inverter","TopLayer","180"
"U6H","SN74LVC2GU04DCKR","96.6015","96.6015","58.3480","58.3480","97.7265","57.6980","0","Dual Inverter","TopLayer","180"
"U6G","SN74LVC2GU04DCKR","96.5875","96.5875","62.9840","62.9840","97.7125","62.3340","0","Dual Inverter","TopLayer","180"
"U6F","SN74LVC2GU04DCKR","96.6015","96.6015","68.3730","68.3730","97.7265","67.7230","0","Dual Inverter","TopLayer","180"
"U4N","SN74LVC2GU04DCKR","109.8000","109.8000","27.9750","27.9750","108.6750","28.6250","180","Dual Inverter","TopLayer","180"
"U4M","SN74LVC2GU04DCKR","109.7831","109.7831","32.3081","32.3081","108.6581","32.9581","180","Dual Inverter","TopLayer","180"
"U4L","SN74LVC2GU04DCKR","109.7000","109.7000","38.0500","38.0500","108.5750","38.7000","180","Dual Inverter","TopLayer","180"
"U4K","SN74LVC2GU04DCKR","109.7000","109.7000","42.8500","42.8500","108.5750","43.5000","180","Dual Inverter","TopLayer","180"
"U4J","SN74LVC2GU04DCKR","109.7000","109.7000","48.7750","48.7750","108.5750","49.4250","180","Dual Inverter","TopLayer","180"
"U4I","SN74LVC2GU04DCKR","109.7000","109.7000","53.0500","53.0500","108.5750","53.7000","180","Dual Inverter","TopLayer","180"
"U4H","SN74LVC2GU04DCKR","109.7000","109.7000","58.3500","58.3500","108.5750","59.0000","180","Dual Inverter","TopLayer","180"
"U4G","SN74LVC2GU04DCKR","109.6860","109.6860","62.9860","62.9860","108.5610","63.6360","180","Dual Inverter","TopLayer","180"
"U4F","SN74LVC2GU04DCKR","109.7000","109.7000","68.3750","68.3750","108.5750","69.0250","180","Dual Inverter","TopLayer","180"
"U4E","SN74LVC2GU04DCKR","109.6610","109.6610","73.3860","73.3860","108.5360","74.0360","180","Dual Inverter","TopLayer","180"
"U4D","SN74LVC2GU04DCKR","109.7000","109.7000","78.8750","78.8750","108.5750","79.5250","180","Dual Inverter","TopLayer","180"
"U4C","SN74LVC2GU04DCKR","109.7000","109.7000","83.3750","83.3750","108.5750","84.0250","180","Dual Inverter","TopLayer","180"
"U4B","SN74LVC2GU04DCKR","109.7750","109.7750","88.8250","88.8250","108.6500","89.4750","180","Dual Inverter","TopLayer","180"
"U4A","SN74LVC2GU04DCKR","109.7000","109.7000","93.4750","93.4750","108.5750","94.1250","180","Dual Inverter","TopLayer","180"
"U6D","SN74LVC2GU04DCKR","96.6015","96.6015","78.8730","78.8730","97.7265","78.2230","0","Dual Inverter","TopLayer","180"
"U6C","SN74LVC2GU04DCKR","96.6015","96.6015","83.3730","83.3730","97.7265","82.7230","0","Dual Inverter","TopLayer","180"
"U6B","SN74LVC2GU04DCKR","96.6765","96.6765","88.8230","88.8230","97.8015","88.1730","0","Dual Inverter","TopLayer","180"
"U6A","SN74LVC2GU04DCKR","96.6015","96.6015","93.4730","93.4730","97.7265","92.8230","0","Dual Inverter","TopLayer","180"
"U2","SOP127P600X170_HS-9N","20.4470","20.4470","73.1520","73.1520","17.6970","75.0570","270","5A Buck Converter","TopLayer",""
"D3P","WL-SMCW_0603","112.7000","112.7000","17.1750","17.1750","112.7000","17.9750","270","150060GS75000","TopLayer",""
"D2P","WL-SMCW_0603","90.9000","90.9000","17.1750","17.1750","90.9000","17.9750","270","150060RS75000","TopLayer",""
"D3R","WL-SMCW_0603","112.7000","112.7000","6.7000","6.7000","112.7000","7.5000","270","150060GS75000","TopLayer",""
"D2R","WL-SMCW_0603","90.9000","90.9000","6.7000","6.7000","90.9000","7.5000","270","150060RS75000","TopLayer",""
"D3Q","WL-SMCW_0603","112.7000","112.7000","11.3000","11.3000","112.7000","12.1000","270","150060GS75000","TopLayer",""
"D3O","WL-SMCW_0603","112.7000","112.7000","21.6000","21.6000","112.7000","22.4000","270","150060GS75000","TopLayer",""
"D2Q","WL-SMCW_0603","90.9000","90.9000","11.3000","11.3000","90.9000","12.1000","270","150060RS75000","TopLayer",""
"D2O","WL-SMCW_0603","90.9000","90.9000","21.6000","21.6000","90.9000","22.4000","270","150060RS75000","TopLayer",""
"D3N","WL-SMCW_0603","112.7000","112.7000","27.8250","27.8250","112.7000","28.6250","270","150060GS75000","TopLayer",""
"D3M","WL-SMCW_0603","112.6831","112.6831","32.1581","32.1581","112.6831","32.9581","270","150060GS75000","TopLayer",""
"D3L","WL-SMCW_0603","112.6000","112.6000","37.9000","37.9000","112.6000","38.7000","270","150060GS75000","TopLayer",""
"D3K","WL-SMCW_0603","112.6000","112.6000","42.7000","42.7000","112.6000","43.5000","270","150060GS75000","TopLayer",""
"D3J","WL-SMCW_0603","112.6000","112.6000","48.6250","48.6250","112.6000","49.4250","270","150060GS75000","TopLayer",""
"D3I","WL-SMCW_0603","112.6000","112.6000","52.9000","52.9000","112.6000","53.7000","270","150060GS75000","TopLayer",""
"D3H","WL-SMCW_0603","112.6000","112.6000","58.2000","58.2000","112.6000","59.0000","270","150060GS75000","TopLayer",""
"D3G","WL-SMCW_0603","112.5860","112.5860","62.8360","62.8360","112.5860","63.6360","270","150060GS75000","TopLayer",""
"D3F","WL-SMCW_0603","112.6000","112.6000","68.2250","68.2250","112.6000","69.0250","270","150060GS75000","TopLayer",""
"D3E","WL-SMCW_0603","112.5610","112.5610","73.2360","73.2360","112.5610","74.0360","270","150060GS75000","TopLayer",""
"D2N","WL-SMCW_0603","90.9000","90.9000","27.8250","27.8250","90.9000","28.6250","270","150060RS75000","TopLayer",""
"D2M","WL-SMCW_0603","90.8831","90.8831","32.1581","32.1581","90.8831","32.9581","270","150060RS75000","TopLayer",""
"D2L","WL-SMCW_0603","90.8000","90.8000","37.9000","37.9000","90.8000","38.7000","270","150060RS75000","TopLayer",""
"D2K","WL-SMCW_0603","90.8000","90.8000","42.7000","42.7000","90.8000","43.5000","270","150060RS75000","TopLayer",""
"D2J","WL-SMCW_0603","90.8000","90.8000","48.6250","48.6250","90.8000","49.4250","270","150060RS75000","TopLayer",""
"D2I","WL-SMCW_0603","90.8000","90.8000","52.9000","52.9000","90.8000","53.7000","270","150060RS75000","TopLayer",""
"D2H","WL-SMCW_0603","90.8000","90.8000","58.2000","58.2000","90.8000","59.0000","270","150060RS75000","TopLayer",""
"D2G","WL-SMCW_0603","90.7860","90.7860","62.8360","62.8360","90.7860","63.6360","270","150060RS75000","TopLayer",""
"D2F","WL-SMCW_0603","90.8000","90.8000","68.2250","68.2250","90.8000","69.0250","270","150060RS75000","TopLayer",""
"D2E","WL-SMCW_0603","90.7610","90.7610","73.2360","73.2360","90.7610","74.0360","270","150060RS75000","TopLayer",""
"D2D","WL-SMCW_0603","90.8000","90.8000","78.7250","78.7250","90.8000","79.5250","270","150060RS75000","TopLayer",""
"D2C","WL-SMCW_0603","90.8000","90.8000","83.2250","83.2250","90.8000","84.0250","270","150060RS75000","TopLayer",""
"D2B","WL-SMCW_0603","90.8750","90.8750","88.6750","88.6750","90.8750","89.4750","270","150060RS75000","TopLayer",""
"D2A","WL-SMCW_0603","90.8000","90.8000","93.3250","93.3250","90.8000","94.1250","270","150060RS75000","TopLayer",""
"D3D","WL-SMCW_0603","112.6000","112.6000","78.7250","78.7250","112.6000","79.5250","270","150060GS75000","TopLayer",""
"D3C","WL-SMCW_0603","112.6000","112.6000","83.2250","83.2250","112.6000","84.0250","270","150060GS75000","TopLayer",""
"D3B","WL-SMCW_0603","112.6750","112.6750","88.6750","88.6750","112.6750","89.4750","270","150060GS75000","TopLayer",""
"D3A","WL-SMCW_0603","112.6000","112.6000","93.3250","93.3250","112.6000","94.1250","270","150060GS75000","TopLayer",""
"D6","WL-SMCW_0603","5.7150","5.7150","94.7420","94.7420","5.7150","95.5420","270","150060BS75000","TopLayer",""
"D7","WL-SMCW_0603","11.9380","11.9380","94.9070","94.9070","11.9380","95.7070","270","150060RS75000","TopLayer",""
